stop_id,stop_name,route_count
10423,Tariş,0
10458,Halkapınar Metro,0
12892,Gazikent Muhtarlık,0
12896,Gaziemir Belediyesi Spor Tesisi,0
13072,Gül,0
13080,Çileme Bahçe,0
13306,Sarnıç Aktarma Merkezi,0
16391,Yolüstü Kahveler,0
16645,Çamönü Güven,0
16849,Vadi Park,0
20032,Bostanlı İskele,0
21106,Organize Sanayi,0
21203,Zakkum,0
21209,Çiftel,0
21211,Lider,0
21213,Pırıl,0
21223,Vena,0
21225,Trafo 2,0
21227,Bora,0
21229,Polibak,0
21231,Egepen,0
21233,Senkromeç,0
21235,Namlı,0
21237,Gökova,0
21239,Ege Fermuar,0
21241,Ata Sanayi Dispanser,0
22192,Mavişehir Aktarma Merkezi,0
22321,Kabristan,0
22460,Çukurköy Yol Ayrımı,0
22461,Çukurköy Yol Ayrımı,0
22462,Gediz,0
22463,Gediz,0
22841,Dikili Terminal İçi,0
23314,Çiftel,0
24069,Bakırçay Lisesi,0
24136,Çamlık,0
24137,Zafer,0
24138,Bayır,0
24312,Çitköy,0
24313,Çitköy,0
24362,Bölcek Mezarlığı,0
24363,Bölcek Mezarlığı,0
24364,Bölcek,0
24365,Bölcek,0
24370,Göçbeyli Çocuk Bahçesi,0
24371,Göçbeyli Çocuk Bahçesi,0
30006,Bornova Metro,0
30007,Bornova Metro,0
30008,Bornova Metro,0
30009,Bornova Metro,0
30012,Bornova Metro,0
30016,Bornova Metro,0
31371,Evka 4 Trafo,0
40121,Tınaztepe,0
40123,Tınaztepe,0
40124,Tınaztepe,0
40126,Tınaztepe,0
40885,Kampüs Giriş,0
41329,Lider,0
41330,Mask,0
41331,Kayasuyu Cami,0
41332,Erenler Cami,0
41390,Tınaztepe,0
41404,Tınaztepe,0
50935,Orkide,0
50936,Orkide,0
50937,Uzundere Toki Cami,0
50938,Uzundere Toki Cami,0
51082,Özbek Liman,0
51084,Özbek Plaj,0
51085,Özbek son durak,0
51094,Özbek Park,0
51535,Siteler Sahil,0
51536,Siteler Son Durak,0
51915,Fahrettin Altay Aktarma Merkezi,0
51922,Fahrettin Altay Aktarma Merkezi,0
51924,Fahrettin Altay Aktarma Merkezi,0
51928,Fahrettin Altay Aktarma Merkezi,0
51930,Fahrettin Altay Aktarma Merkezi,0
51936,Fahrettin Altay Aktarma Merkezi,0
820001,Teknofest Alanı,0
820009,Kale,0
